max_depth_XGB,reg_lambda_XGB,reg_lambda_LGB,learning_rate_XGB,n_estimators_XGB,num_leaves_LGB,min_child_samples_LGB,subsample_XGB,colsample_bytree_XGB,subsample_LGB,colsample_bytree_LGB,max_depth_LGB,min_child_weight_XGB,max_bin_LGB,reg_alpha_XGB,reg_alpha_LGB,learning_rate_XGB,num_iterations_LGB,degree,mse,r2
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.375663424,0.624336576
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.375679366,0.624320634
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.375686691,0.624313309
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.375743417,0.624256583
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.375797557,0.624202443
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.375802178,0.624197822
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.37581176,0.62418824
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.375827326,0.624172674
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,5,0.375850989,0.624149011
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.375853949,0.624146051
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,5,0.375860629,0.624139371
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.37586863,0.62413137
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.375870585,0.624129415
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.375902391,0.624097609
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,5,0.375915367,0.624084633
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.375956574,0.624043426
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.375957148,0.624042852
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.375968689,0.624031311
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.375969521,0.624030479
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.375976608,0.624023392
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.37599824,0.62400176
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.376000744,0.623999256
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.376008959,0.623991041
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.376012492,0.623987508
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,5,0.376020979,0.623979021
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.376022168,0.623977832
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,5,0.37602461,0.62397539
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.376032764,0.623967236
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.376053026,0.623946974
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,5,0.376083617,0.623916383
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,5,0.376157396,0.623842604
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.376186422,0.623813578
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.376251116,0.623748884
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.376259345,0.623740655
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.376267765,0.623732235
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.376270466,0.623729534
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.376315596,0.623684404
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.376318416,0.623681584
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,5,0.37632683,0.62367317
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.376329481,0.623670519
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.376355466,0.623644534
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.37636926,0.62363074
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.376392394,0.623607606
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.376416189,0.623583811
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.376465153,0.623534847
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.37648817,0.62351183
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,5,0.376545396,0.623454604
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.376584289,0.623415711
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,5,0.376618485,0.623381515
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.376619362,0.623380638
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.376625294,0.623374706
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,5,0.376625711,0.623374289
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.376667593,0.623332407
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.376681237,0.623318763
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.376698641,0.623301359
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.376701753,0.623298247
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.376713242,0.623286758
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.376714712,0.623285288
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,5,0.376717253,0.623282747
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.376720113,0.623279887
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.376723385,0.623276615
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.376733588,0.623266412
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.376745739,0.623254261
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.376785239,0.623214761
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.3767885,0.6232115
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.376802834,0.623197166
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,5,0.376831693,0.623168307
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,5,0.376881946,0.623118054
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.376891478,0.623108522
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.376922021,0.623077979
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.376925016,0.623074984
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.376953198,0.623046802
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.377018688,0.622981312
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.377043819,0.622956181
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.377047261,0.622952739
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.377086304,0.622913696
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.377113883,0.622886117
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.377116521,0.622883479
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.377168648,0.622831352
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.377176196,0.622823804
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.377232138,0.622767862
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.377260287,0.622739713
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.377277301,0.622722699
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.377338288,0.622661712
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.377345524,0.622654476
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.37734692,0.62265308
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.37740147,0.62259853
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.377403899,0.622596101
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.377423684,0.622576316
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.377430633,0.622569367
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.377431386,0.622568614
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.377443332,0.622556668
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.377525182,0.622474818
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.377547054,0.622452946
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.377557461,0.622442539
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.377558811,0.622441189
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.377579237,0.622420763
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.377605662,0.622394338
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.377633432,0.622366568
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.377656393,0.622343607
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.377718343,0.622281657
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.377734328,0.622265672
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,5,0.377737575,0.622262425
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.377741429,0.622258571
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.377742117,0.622257883
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.377742254,0.622257746
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.377742315,0.622257685
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.37775223,0.62224777
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,5,0.377777517,0.622222483
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.377778034,0.622221966
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.377796552,0.622203448
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,5,0.377796952,0.622203048
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,5,0.377835643,0.622164357
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.377864555,0.622135445
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.377879287,0.622120713
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,5,0.377884431,0.622115569
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.377919513,0.622080487
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.377930917,0.622069083
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.377931756,0.622068244
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.377946574,0.622053426
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.378030797,0.621969203
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.378095381,0.621904619
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.37811041,0.62188959
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.378168287,0.621831713
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.378176745,0.621823255
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.378267589,0.621732411
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.378317037,0.621682963
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,5,0.378415389,0.621584611
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,5,0.378463748,0.621536252
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.378536801,0.621463199
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.378541169,0.621458831
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.378561138,0.621438862
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.378611837,0.621388163
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.378620773,0.621379227
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.378698687,0.621301313
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.378711662,0.621288338
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.378713893,0.621286107
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.378768207,0.621231793
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.378858214,0.621141786
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.378913144,0.621086856
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.378933662,0.621066338
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.378968662,0.621031338
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.379026594,0.620973406
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.379076843,0.620923157
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.379082929,0.620917071
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.379128312,0.620871688
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.37917101,0.62082899
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.379191056,0.620808944
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.379244174,0.620755826
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,5,0.3792537,0.6207463
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,5,0.379277145,0.620722855
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.379280755,0.620719245
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.379299301,0.620700699
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,5,0.379346408,0.620653592
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.379358721,0.620641279
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.379462594,0.620537406
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.379467763,0.620532237
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.379530038,0.620469962
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.379530192,0.620469808
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.37955814,0.62044186
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.379564795,0.620435205
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.379573492,0.620426508
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.379593385,0.620406615
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.379634239,0.620365761
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.379647373,0.620352627
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.379720957,0.620279043
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,5,0.379757221,0.620242779
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.379784309,0.620215691
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.379913333,0.620086667
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.379924565,0.620075435
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.379983061,0.620016939
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.380115936,0.619884064
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.380151072,0.619848928
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,5,0.380205797,0.619794203
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,5,0.380255082,0.619744918
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.380265662,0.619734338
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.380273761,0.619726239
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.380347217,0.619652783
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.1,100,5,0.38037183,0.61962817
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.380388838,0.619611162
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,5,0.380470485,0.619529515
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.380747065,0.619252935
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.380753766,0.619246234
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.38076056,0.61923944
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.380909131,0.619090869
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.38092957,0.61907043
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.38100886,0.61899114
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,5,0.381026125,0.618973875
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,5,0.381042149,0.618957851
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,5,0.381143926,0.618856074
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,5,0.381158992,0.618841008
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,5,0.381175342,0.618824658
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.381294462,0.618705538
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.381451573,0.618548427
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.381618206,0.618381794
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,5,0.381628368,0.618371632
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.381715153,0.618284847
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.381922847,0.618077153
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.381955842,0.618044158
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.381963691,0.618036309
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,5,0.382109085,0.617890915
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.382154249,0.617845751
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.1,100,5,0.3822691,0.6177309
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,1,1,0.1,100,5,0.382270379,0.617729621
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.382386546,0.617613454
