max_depth_XGB,reg_lambda_XGB,n_estimators_random,n_estimators_XGB,learning_rate_XGB,min_samples_split_random,max_features_random,max_samples_random,subsample_XGB,colsample_bytree_XGB,min_samples_leaf_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2,mse_y,auc_t
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.207431733,0.792568267,1.0587664,0.497349535
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.207452864,0.792547136,1.05896781,0.523084692
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.207516397,0.792483603,1.058425584,0.523084692
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.20771122,0.79228878,1.05896781,0.507927347
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.207900089,0.792099911,1.05896781,0.497349535
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.208398071,0.791601929,1.058425584,0.497349535
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.208554062,0.791445938,1.063291027,0.513271026
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.208762647,0.791237353,1.06363759,0.500895066
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.209318096,0.790681904,1.061977489,0.501533636
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.20962839,0.79037161,1.063853748,0.513271026
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.20975118,0.79024882,1.063885226,0.520639959
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.209964126,0.790035874,1.061977489,0.500895066
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.210156544,0.789843456,1.060986552,0.526395101
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.210850857,0.789149143,1.060643407,0.521043407
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.211475451,0.788524549,1.063291027,0.511817545
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.21151751,0.78848249,1.063543928,0.500895066
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.211536125,0.788463875,1.063291027,0.520639959
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.211581676,0.788418324,1.063543928,0.501533636
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.211783835,0.788216165,1.060986552,0.514136702
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.211961006,0.788038994,1.06363759,0.518657454
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.213209678,0.786790322,1.063179316,0.520639959
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.213809748,0.786190252,1.06363759,0.501533636
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.213920601,0.786079399,1.063543928,0.5180269
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.214182053,0.785817947,1.063420975,0.500895066
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.325769504,0.674230496,1.061120225,0.514019141
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.326674114,0.673325886,1.064254238,0.519656722
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.326862387,0.673137613,1.061120225,0.511927091
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.327503623,0.672496377,1.068723629,0.516926102
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.328761974,0.671238026,1.064254238,0.51738833
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.329648566,0.670351434,1.061120225,0.511927091
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.329977059,0.670022941,1.064254238,0.508793023
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.330491596,0.669508404,1.064254238,0.509835041
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.330520777,0.669479223,1.064254238,0.507280762
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.331197577,0.668802423,1.064254238,0.498223227
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.331342627,0.668657373,1.060313217,0.514019141
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.331478545,0.668521455,1.060313217,0.511927091
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.332073291,0.667926709,1.061120225,0.515002378
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,1,5,0.332284854,0.667715146,1.058347788,0.516926102
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.332314527,0.667685473,1.068723629,0.527437118
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.332426343,0.667573657,1.06055672,0.510649952
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,1,5,0.332469932,0.667530068,1.062968105,0.516926102
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.332514509,0.667485491,1.059824322,0.519656722
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.332668643,0.667331357,1.061833626,0.519656722
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,1,5,0.332713871,0.667286129,1.061009853,0.516926102
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.332736749,0.667263251,1.061120225,0.514943597
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.332891567,0.667108433,1.068723629,0.513733254
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.332902698,0.667097302,1.061359697,0.511927091
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.332951479,0.667048521,1.061359697,0.514019141
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.333286764,0.666713236,1.060283911,0.521917098
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.333308338,0.666691662,1.061970418,0.513035904
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.333419612,0.666580388,1.064254238,0.508036893
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.333528535,0.666471465,1.061970418,0.521917098
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.333630153,0.666369847,1.068622406,0.522211
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.333760596,0.666239404,1.059561836,0.511927091
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.33398405,0.66601595,1.068622406,0.525345068
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.333995003,0.666004997,1.060283911,0.513035904
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.333996978,0.666003022,1.061032594,0.510649952
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.334135156,0.665864844,1.060313217,0.511927091
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.334169441,0.665830559,1.059561836,0.514019141
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.334181796,0.665818204,1.064254238,0.510187723
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.334271007,0.665728993,1.061120225,0.502458092
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.334596351,0.665403649,1.060026046,0.510649952
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.334640513,0.665359487,1.060283911,0.530394844
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.334772962,0.665227038,1.061867373,0.51727077
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.334895697,0.665104303,1.068723629,0.521631211
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.335013166,0.664986834,1.05804539,0.499551131
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.335031294,0.664968706,1.060167492,0.521681976
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.335114938,0.664885062,1.060090165,0.519656722
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.335122331,0.664877669,1.068723629,0.518320802
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.335194375,0.664805625,1.061970418,0.530394844
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.335203278,0.664796722,1.068622406,0.52621876
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.335366109,0.664633891,1.060829592,0.521917098
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.335395118,0.664604882,1.061833626,0.51738833
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.335424195,0.664575805,1.059980001,0.510649952
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.335521176,0.664478824,1.063145702,0.512271758
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.335531987,0.664468013,1.061120225,0.513086669
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.335631754,0.664368246,1.061120225,0.518312787
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.335729204,0.664270796,1.058247333,0.512271758
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.335797472,0.664202528,1.058570782,0.51727077
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,1,5,0.335824122,0.664175878,1.058788064,0.517623452
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.335863386,0.664136614,1.063365688,0.521681976
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,1,5,0.335909071,0.664090929,1.060684712,0.517623452
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.336013489,0.663986511,1.06055672,0.520287276
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.336060081,0.663939919,1.068622406,0.521278529
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.336187612,0.663812388,1.06055672,0.519648707
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.336190341,0.663809659,1.060226135,0.512271758
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.336264911,0.663735089,1.060684712,0.511053399
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.336349417,0.663650583,1.059561836,0.511927091
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.336381292,0.663618708,1.060829592,0.530394844
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.336393319,0.663606681,1.058788064,0.511053399
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,1,5,0.336477558,0.663522442,1.063736897,0.515363076
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.336568387,0.663431613,1.058214754,0.521917098
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.336607225,0.663392775,1.061032594,0.519648707
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,1,5,0.336617637,0.663382363,1.059824322,0.51738833
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.336725942,0.663274058,1.060852509,0.499551131
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.336735565,0.663264435,1.061833626,0.508793023
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.336744991,0.663255009,1.061359697,0.511927091
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.336756374,0.663243626,1.068622406,0.515598198
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.336860101,0.663139899,1.061833626,0.509835041
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.336868972,0.663131028,1.059643086,0.51727077
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.336904368,0.663095632,1.06055672,0.510128943
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.3369684,0.6630316,1.058761048,0.511053399
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.337022615,0.662977385,1.061120225,0.516573419
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.337061941,0.662938059,1.061833626,0.507280762
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,1,5,0.337111548,0.662888452,1.060167492,0.516573419
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.33713877,0.66286123,1.061032594,0.520287276
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.337220569,0.662779431,1.066555186,0.509893821
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.3372885,0.6627115,1.058214754,0.531671984
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.337375635,0.662624365,1.068723629,0.523311798
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.337396571,0.662603429,1.063365688,0.516573419
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,1,5,0.337420842,0.662579158,1.058761048,0.517623452
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,1,5,0.337432095,0.662567905,1.059824322,0.508793023
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.337433333,0.662566667,1.060684712,0.506591428
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,1,5,0.337524358,0.662475642,1.05892616,0.515876069
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.337530477,0.662469523,1.058347788,0.513733254
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,1,5,0.337539743,0.662460257,1.066555186,0.523194237
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.337568346,0.662431654,1.059980001,0.519648707
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,1,5,0.337704796,0.662295204,1.061489007,0.515876069
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.337751614,0.662248386,1.060313217,0.514943597
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.337784265,0.662215735,1.059824322,0.509835041
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.337799274,0.662200726,1.059862553,0.51727077
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,5,0.33781419,0.66218581,1.058214754,0.530394844
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.337840268,0.662159732,1.062968105,0.513733254
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,1,5,0.337976793,0.662023207,1.06055672,0.514077922
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,1,5,0.337977372,0.662022628,1.062968105,0.527437118
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.338029698,0.661970302,1.059824322,0.507280762
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,1,5,0.338040916,0.661959084,1.061009853,0.527437118
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,1,5,0.338089808,0.661910192,1.062496179,0.521858318
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,1,5,0.338092453,0.661907547,1.06055672,0.514136702
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.338099306,0.661900694,1.065455196,0.516573419
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,1,5,0.338201591,0.661798409,1.064897931,0.515363076
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,1,5,0.338241226,0.661758774,1.058347788,0.527437118
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.338241606,0.661758394,1.060170482,0.521681976
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.338279725,0.661720275,1.061833626,0.498223227
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.338294468,0.661705532,1.063291027,0.519245259
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.338332524,0.661667476,1.060643407,0.499551131
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,1,5,0.338341104,0.661658896,1.066555186,0.516455859
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.338342948,0.661657052,1.068723629,0.520698739
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.33837215,0.66162785,1.060313217,0.502458092
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.338423556,0.661576444,1.061009853,0.513733254
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.338464814,0.661535186,1.063885226,0.519245259
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.338513298,0.661486702,1.059980001,0.520287276
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.338619714,0.661380286,1.060437542,0.511053399
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.338650994,0.661349006,1.060313217,0.515002378
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.3386987,0.6613013,1.062516602,0.499551131
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.338742303,0.661257697,1.063179316,0.519245259
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,1,5,0.338765172,0.661234828,1.059824322,0.498223227
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,1,5,0.338777694,0.661222306,1.058247333,0.514834052
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.338864013,0.661135987,1.066555186,0.518900592
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,5,0.339018683,0.660981317,1.060283911,0.531671984
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,1,5,0.339043036,0.660956964,1.063145702,0.514834052
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.339096123,0.660903877,1.058788064,0.506591428
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,1,5,0.339113163,0.660886837,1.062327326,0.515876069
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339171384,0.660828616,1.060437542,0.517623452
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.339251418,0.660748582,1.060026046,0.519648707
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.339263754,0.660736246,1.065455196,0.521681976
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,1,5,0.33926507,0.66073493,1.061970418,0.531671984
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.339283764,0.660716236,1.063365688,0.515758508
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339296563,0.660703437,1.061032594,0.514136702
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,1,5,0.339307595,0.660692405,1.063852479,0.515363076
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.339340617,0.660659383,1.060026046,0.520287276
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,1,5,0.3393558,0.6606442,1.060170482,0.516573419
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,1,5,0.339373329,0.660626671,1.059765484,0.523194237
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,1,5,0.339376939,0.660623061,1.059120179,0.516749761
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,1,5,0.33940744,0.66059256,1.060167492,0.515758508
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.339440138,0.660559862,1.068723629,0.514313043
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.339468698,0.660531302,1.061359697,0.514943597
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339499521,0.660500479,1.060684712,0.516044395
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.339513669,0.660486331,1.060684712,0.517850559
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,1,5,0.339526461,0.660473539,1.060226135,0.514834052
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,5,0.339528332,0.660471668,1.060090165,0.51738833
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,1,5,0.339532161,0.660467839,1.063145702,0.512330539
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.339553985,0.660446015,1.058347788,0.521631211
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.339597803,0.660402197,1.060313217,0.513086669
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.339624905,0.660375095,1.063853748,0.519245259
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.339648404,0.660351596,1.059765484,0.509893821
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339651653,0.660348347,1.06055672,0.513027889
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.339676178,0.660323822,1.061032594,0.510128943
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339682753,0.660317247,1.058761048,0.516044395
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,1,5,0.339744619,0.660255381,1.058247333,0.512330539
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.339775735,0.660224265,1.060313217,0.518312787
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,1,5,0.339787153,0.660212847,1.060829592,0.531671984
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.33981005,0.66018995,1.060026046,0.510128943
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,1,5,0.339838613,0.660161387,1.061032594,0.514077922
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.3398501,0.6601499,1.059300487,0.512271758
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,1,5,0.339902653,0.660097347,1.058112755,0.523194237
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.339957591,0.660042409,1.064254238,0.520530414
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.339985189,0.660014811,1.060283911,0.523832807
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.340016313,0.659983687,1.060684712,0.526512662
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.340018649,0.659981351,1.061970418,0.523832807
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.340065167,0.659934833,1.058247333,0.51186831
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,5,0.340072216,0.659927784,1.060090165,0.508793023
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.340084975,0.659915025,1.062968105,0.521631211
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,1,5,0.340112469,0.659887531,1.059765484,0.516455859
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.340112476,0.659887524,1.061359697,0.502458092
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.340112845,0.659887155,1.058788064,0.517850559
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,1,5,0.340138721,0.659861279,1.060226135,0.512330539
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,1,5,0.340178078,0.659821922,1.06464177,0.515363076
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.340207046,0.659792954,1.058112755,0.509893821
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.340264332,0.659735668,1.061359697,0.515002378
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.340284481,0.659715519,1.062165477,0.509893821
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.340353352,0.659646648,1.058214754,0.513035904
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,1,5,0.340394028,0.659605972,1.060026046,0.514077922
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,1,5,0.340406549,0.659593451,1.061867373,0.521396089
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.340445828,0.659554172,1.062968105,0.518320802
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,1,5,0.340452535,0.659547465,1.060661105,0.516749761
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,1,5,0.340478381,0.659521619,1.062165477,0.516455859
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,1,5,0.340511504,0.659488496,1.062165477,0.523194237
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,1,5,0.340519134,0.659480866,1.061027046,0.522211
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.340521816,0.659478184,1.05804539,0.515178719
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,1,5,0.340530933,0.659469067,1.058112755,0.516455859
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.340551281,0.659448719,1.060437542,0.506591428
